Student_ID,Age,Gender,City,Course_Category,Enrollment_Type,Study_Hours_Per_Week,Live_Sessions_Attended,Assignments_Completed_Percent,Mock_Test_Score,Projects_Completed,Internship_Completed,LinkedIn_Profile,Resume_Score,Final_Score,Completion_Status,Placement_Status,Placement_Package_LPA,Satisfaction_Rating
480,21,Male,Hyderabad,Cloud Computing,Free,24,15,94,100,0,No,Yes,48,86,Completed,Placed,5.8,5
481,20,Male,Bangalore,Web Development,Paid,12,15,42,67,4,No,Yes,80,65,Not Completed,Placed,14.16,4
482,32,Male,Bangalore,AI,Free,8,13,19,62,2,No,Yes,34,44,Not Completed,Not Placed,0.0,2
483,26,Male,Bangalore,Cyber Security,Paid,16,3,72,65,2,Yes,Yes,74,63,Completed,Placed,3.22,4
484,34,Male,Mumbai,Web Development,Paid,23,0,100,66,1,No,No,59,84,Completed,Placed,4.54,3
485,31,Male,Delhi,Cyber Security,Paid,25,12,77,100,0,No,No,44,84,Completed,Placed,8.95,5
486,32,Male,Mumbai,Cloud Computing,Paid,12,0,45,47,1,No,Yes,45,44,Not Completed,Not Placed,0.0,2
487,18,Male,Chennai,Web Development,Paid,30,1,100,89,1,No,Yes,59,94,Completed,Not Placed,0.0,4
488,20,Male,Bangalore,Data Science,Paid,23,13,92,100,5,No,Yes,88,95,Completed,Placed,4.08,5
489,33,Male,Chennai,Cyber Security,Paid,27,14,100,91,4,No,No,83,93,Completed,Placed,10.74,4
490,28,Female,Pune,Cloud Computing,Free,17,11,81,76,2,No,Yes,71,93,Completed,Not Placed,0.0,5
491,29,Female,Hyderabad,Data Science,Paid,4,13,40,50,5,Yes,Yes,75,44,Not Completed,Placed,5.8,2
492,27,Female,Hyderabad,Data Science,Paid,21,8,75,88,3,No,No,74,69,Completed,Not Placed,0.0,4
493,33,Male,Mumbai,Data Science,Paid,15,12,70,78,2,No,Yes,60,63,Completed,Placed,5.67,3
494,25,Female,Delhi,Data Science,Paid,4,1,46,28,2,No,No,59,49,Not Completed,Not Placed,0.0,3
495,23,Female,Chennai,Web Development,Free,2,1,24,13,4,No,No,72,33,Not Completed,Placed,9.88,1
496,29,Female,Delhi,Web Development,Paid,27,5,99,68,3,No,No,89,82,Completed,Placed,14.73,5
497,25,Male,Mumbai,Web Development,Paid,22,6,87,79,0,No,Yes,52,70,Completed,Not Placed,0.0,2
498,21,Male,Hyderabad,Cloud Computing,Paid,16,12,61,68,3,No,Yes,56,80,Completed,Placed,7.26,3
499,25,Male,Delhi,Cloud Computing,Paid,2,6,28,42,0,Yes,No,11,53,Not Completed,Not Placed,0.0,3
500,22,Male,Delhi,Cloud Computing,Paid,18,14,76,67,3,No,Yes,73,81,Completed,Placed,6.2,2
501,26,Female,Hyderabad,AI,Paid,3,15,43,71,1,No,Yes,25,44,Not Completed,Not Placed,0.0,2
502,21,Female,Chennai,Cloud Computing,Paid,30,12,100,100,3,No,Yes,82,92,Completed,Not Placed,0.0,3
503,34,Female,Hyderabad,Web Development,Paid,21,8,89,78,5,Yes,Yes,100,94,Completed,Placed,3.47,4
504,26,Female,Delhi,Web Development,Paid,7,5,39,60,5,Yes,Yes,64,58,Not Completed,Placed,14.49,2
505,18,Male,Chennai,AI,Free,9,13,53,73,4,No,Yes,60,74,Completed,Not Placed,0.0,2
506,30,Male,Chennai,AI,Paid,30,7,100,89,0,Yes,Yes,66,98,Completed,Placed,13.58,3
507,33,Male,Hyderabad,Cloud Computing,Paid,17,10,76,74,2,Yes,Yes,38,85,Completed,Placed,13.73,5
508,30,Female,Delhi,Cyber Security,Free,20,5,87,50,4,Yes,Yes,90,68,Completed,Placed,9.29,3
509,31,Male,Mumbai,AI,Free,2,1,15,36,5,No,Yes,80,45,Not Completed,Placed,4.64,1
510,20,Male,Delhi,Data Science,Paid,4,0,43,25,5,No,Yes,68,42,Not Completed,Placed,9.78,2
511,23,Female,Bangalore,Web Development,Paid,29,4,100,66,0,Yes,Yes,49,60,Completed,Not Placed,0.0,3
512,22,Female,Pune,Data Science,Paid,4,13,27,42,5,Yes,Yes,76,55,Not Completed,Not Placed,0.0,2
513,32,Male,Mumbai,Web Development,Paid,6,8,30,56,5,No,Yes,60,57,Not Completed,Not Placed,0.0,2
514,19,Male,Chennai,Web Development,Free,28,7,100,100,0,No,Yes,68,89,Completed,Placed,7.93,4
515,27,Male,Mumbai,AI,Free,13,13,58,72,5,Yes,Yes,72,57,Completed,Placed,13.06,4
516,30,Male,Chennai,AI,Free,13,12,62,60,2,No,Yes,78,65,Completed,Not Placed,0.0,2
517,22,Male,Chennai,Data Science,Free,21,3,86,53,1,No,Yes,69,76,Completed,Placed,10.74,2
518,18,Male,Mumbai,Web Development,Free,14,4,68,70,4,No,No,79,84,Completed,Placed,13.49,4
519,18,Female,Chennai,Data Science,Paid,21,12,100,90,2,No,Yes,93,88,Completed,Placed,10.18,2
520,32,Female,Chennai,Cyber Security,Paid,10,4,50,44,2,No,No,66,64,Not Completed,Not Placed,0.0,2
521,34,Female,Bangalore,Data Science,Free,8,5,36,40,1,No,Yes,46,50,Not Completed,Placed,11.26,1
522,28,Male,Delhi,Cloud Computing,Free,5,2,14,40,4,No,No,38,41,Not Completed,Placed,11.46,1
523,34,Female,Delhi,Data Science,Paid,20,4,68,74,2,No,Yes,56,60,Completed,Not Placed,0.0,3
524,30,Male,Pune,Cloud Computing,Free,23,15,100,87,5,No,Yes,100,84,Completed,Placed,9.91,4
525,18,Male,Pune,Cloud Computing,Paid,20,1,87,50,1,Yes,Yes,49,59,Completed,Placed,10.13,2
526,19,Female,Bangalore,Cloud Computing,Paid,7,9,27,41,4,No,Yes,55,42,Not Completed,Not Placed,0.0,2
527,26,Male,Pune,Cyber Security,Paid,28,15,100,100,3,No,Yes,73,100,Completed,Placed,7.2,4
528,20,Male,Mumbai,Data Science,Free,14,0,65,41,0,Yes,Yes,50,50,Completed,Placed,12.15,3
529,18,Female,Hyderabad,Data Science,Free,12,10,60,80,5,No,Yes,93,84,Completed,Placed,9.99,3
530,33,Female,Hyderabad,Cyber Security,Paid,14,0,84,42,1,Yes,Yes,71,62,Completed,Placed,4.79,3
531,23,Female,Hyderabad,Web Development,Paid,14,15,79,65,0,Yes,No,43,72,Completed,Placed,13.05,4
532,34,Male,Bangalore,AI,Paid,29,9,100,84,3,Yes,Yes,87,90,Completed,Placed,13.6,5
533,22,Female,Bangalore,Data Science,Free,26,6,100,82,2,No,No,67,87,Completed,Not Placed,0.0,3
534,22,Female,Chennai,AI,Paid,23,1,98,49,2,Yes,Yes,73,76,Completed,Placed,5.51,5
535,23,Male,Hyderabad,Cyber Security,Paid,29,3,100,83,4,No,Yes,97,90,Completed,Placed,14.37,5
536,20,Female,Mumbai,Web Development,Paid,21,4,85,56,1,No,Yes,72,75,Completed,Placed,13.59,5
537,22,Female,Pune,Web Development,Free,16,6,73,75,1,No,Yes,35,78,Completed,Placed,5.93,5
538,22,Female,Mumbai,Web Development,Free,22,1,84,67,4,Yes,Yes,86,73,Completed,Placed,4.15,3
539,27,Male,Pune,Cyber Security,Paid,14,13,52,95,0,No,Yes,54,83,Completed,Placed,8.29,5
540,27,Male,Hyderabad,Cloud Computing,Paid,23,5,86,73,2,No,Yes,72,77,Completed,Not Placed,0.0,3
541,34,Male,Hyderabad,Cloud Computing,Paid,12,0,46,12,2,No,No,55,36,Not Completed,Placed,5.1,2
542,31,Male,Hyderabad,AI,Paid,20,6,80,86,1,No,Yes,54,84,Completed,Placed,9.16,3
543,26,Female,Bangalore,Cloud Computing,Paid,9,8,29,59,1,No,No,53,50,Not Completed,Not Placed,0.0,2
544,31,Male,Pune,Cloud Computing,Paid,21,4,86,76,4,No,No,81,84,Completed,Placed,13.69,5
545,18,Male,Bangalore,Web Development,Paid,9,4,30,35,3,No,No,54,45,Not Completed,Not Placed,0.0,3
546,30,Female,Bangalore,Web Development,Paid,11,3,48,47,0,Yes,Yes,34,33,Not Completed,Not Placed,0.0,3
547,30,Female,Delhi,AI,Paid,27,15,100,100,5,No,Yes,100,100,Completed,Placed,14.46,4
548,21,Female,Mumbai,Data Science,Paid,17,15,78,81,3,No,Yes,89,72,Completed,Not Placed,0.0,2
549,18,Male,Mumbai,AI,Paid,20,2,86,46,3,No,Yes,69,57,Completed,Not Placed,0.0,4
550,34,Male,Chennai,AI,Free,27,8,100,100,1,No,Yes,69,96,Completed,Placed,12.6,5
551,25,Male,Bangalore,Cyber Security,Paid,24,4,80,84,1,No,Yes,63,84,Completed,Not Placed,0.0,4
552,19,Female,Pune,Cyber Security,Free,12,7,65,62,1,No,Yes,45,72,Completed,Placed,12.98,4
553,25,Female,Delhi,AI,Paid,14,8,51,77,3,Yes,Yes,63,59,Completed,Placed,4.15,4
554,24,Male,Delhi,AI,Paid,29,4,100,92,0,Yes,No,78,86,Completed,Placed,4.34,4
555,19,Female,Mumbai,AI,Free,10,9,56,51,1,Yes,Yes,32,57,Completed,Placed,13.82,3
556,20,Female,Bangalore,Cloud Computing,Paid,21,8,96,90,2,No,Yes,70,98,Completed,Placed,9.49,5
557,29,Female,Chennai,Cyber Security,Paid,25,1,95,80,0,No,No,60,84,Completed,Placed,11.63,4
558,18,Male,Bangalore,AI,Free,20,8,71,69,2,No,Yes,60,63,Completed,Placed,5.7,3
559,29,Female,Hyderabad,Web Development,Paid,17,10,58,81,0,No,Yes,72,86,Completed,Not Placed,0.0,5
560,22,Female,Bangalore,Web Development,Paid,8,3,32,39,1,No,No,46,42,Not Completed,Placed,13.02,4
561,34,Male,Hyderabad,Cloud Computing,Paid,20,5,63,72,5,No,Yes,74,70,Completed,Placed,7.3,3
562,33,Male,Hyderabad,Cloud Computing,Paid,13,15,68,81,4,No,Yes,55,62,Completed,Not Placed,0.0,3
563,32,Female,Chennai,Data Science,Free,16,5,78,75,1,No,Yes,62,81,Completed,Placed,3.34,2
564,32,Female,Pune,Data Science,Free,24,5,97,71,3,No,Yes,75,89,Completed,Placed,7.63,5
565,22,Male,Mumbai,Data Science,Paid,15,1,64,55,5,Yes,Yes,98,65,Completed,Not Placed,0.0,3
566,31,Male,Bangalore,Cloud Computing,Paid,12,6,76,76,3,No,Yes,71,91,Completed,Placed,12.86,3
567,19,Female,Hyderabad,Cloud Computing,Paid,27,12,100,96,0,No,Yes,54,84,Completed,Placed,11.39,4
568,28,Female,Bangalore,Cloud Computing,Free,11,5,55,53,3,Yes,Yes,60,64,Completed,Not Placed,0.0,5
569,24,Female,Pune,Web Development,Paid,28,10,100,100,5,No,No,100,100,Completed,Not Placed,0.0,5
570,23,Female,Mumbai,Cloud Computing,Free,12,13,52,76,5,No,Yes,84,56,Completed,Placed,9.46,3
571,19,Male,Pune,Web Development,Free,7,0,47,19,1,No,No,64,48,Not Completed,Placed,11.91,4
572,23,Female,Mumbai,Data Science,Paid,3,1,22,20,2,Yes,Yes,42,36,Not Completed,Not Placed,0.0,2
573,19,Female,Delhi,Data Science,Paid,12,6,48,62,1,No,No,55,46,Not Completed,Placed,5.78,1
574,32,Male,Mumbai,Data Science,Paid,20,0,86,64,0,No,Yes,63,86,Completed,Placed,14.4,5
575,19,Female,Chennai,AI,Paid,7,14,36,63,3,Yes,Yes,65,62,Not Completed,Placed,3.33,4
576,23,Male,Pune,AI,Paid,15,0,66,71,2,No,Yes,57,79,Completed,Placed,4.67,4
577,18,Female,Hyderabad,Cyber Security,Paid,21,0,79,55,4,Yes,No,88,59,Completed,Not Placed,0.0,3
578,32,Female,Delhi,Cyber Security,Paid,7,7,40,47,5,Yes,Yes,75,52,Not Completed,Not Placed,0.0,1
579,27,Male,Chennai,Cyber Security,Paid,18,3,67,42,2,Yes,Yes,61,68,Completed,Not Placed,0.0,3
580,34,Male,Bangalore,AI,Paid,11,3,46,59,2,Yes,Yes,46,44,Not Completed,Placed,7.26,2
581,22,Female,Pune,AI,Paid,29,12,98,94,1,No,No,45,82,Completed,Not Placed,0.0,4
582,21,Female,Hyderabad,Cyber Security,Free,2,1,34,36,4,Yes,Yes,78,53,Not Completed,Not Placed,0.0,2
583,27,Female,Mumbai,Cyber Security,Paid,4,10,33,57,5,No,Yes,77,42,Not Completed,Placed,12.98,2
584,34,Male,Hyderabad,Cloud Computing,Free,9,10,56,81,0,No,Yes,28,54,Completed,Not Placed,0.0,3
585,27,Female,Bangalore,Cyber Security,Paid,9,10,57,64,0,No,Yes,49,73,Completed,Not Placed,0.0,3
586,34,Male,Delhi,Cloud Computing,Paid,28,15,99,100,2,No,No,88,97,Completed,Placed,7.49,5
587,22,Male,Delhi,Web Development,Free,21,0,91,66,2,No,No,80,89,Completed,Placed,5.19,5
588,19,Female,Pune,AI,Free,23,11,88,80,3,No,Yes,70,83,Completed,Placed,3.87,4
589,23,Male,Delhi,Cyber Security,Paid,16,9,66,73,4,Yes,Yes,71,92,Completed,Not Placed,0.0,4
590,19,Female,Pune,AI,Paid,25,8,100,83,5,No,No,94,95,Completed,Placed,9.4,5
591,30,Female,Pune,AI,Free,8,6,49,47,2,No,Yes,64,66,Not Completed,Not Placed,0.0,4
592,28,Female,Pune,AI,Paid,12,3,52,41,3,No,No,69,53,Completed,Placed,12.29,2
593,28,Female,Mumbai,Web Development,Paid,8,11,48,61,4,Yes,Yes,99,70,Not Completed,Placed,3.52,4
594,33,Female,Chennai,Data Science,Paid,30,5,97,98,5,No,Yes,82,99,Completed,Placed,8.14,5
595,28,Male,Pune,Cyber Security,Paid,5,13,37,39,0,No,Yes,34,49,Not Completed,Not Placed,0.0,2
596,32,Male,Pune,Data Science,Paid,26,15,83,95,3,No,Yes,57,83,Completed,Not Placed,0.0,4
597,33,Female,Chennai,Data Science,Free,13,1,49,49,4,No,No,77,59,Not Completed,Placed,8.21,3
598,28,Female,Hyderabad,Data Science,Paid,27,6,100,62,3,Yes,Yes,94,87,Completed,Placed,8.98,5
599,33,Male,Pune,AI,Paid,7,1,14,53,2,No,No,56,50,Not Completed,Not Placed,0.0,3
600,25,Male,Mumbai,Cloud Computing,Free,15,9,83,60,1,Yes,Yes,63,63,Completed,Placed,12.66,1
601,21,Male,Delhi,AI,Free,13,7,67,50,0,Yes,No,27,57,Completed,Not Placed,0.0,5
602,25,Male,Delhi,AI,Free,12,7,37,55,2,No,Yes,50,55,Not Completed,Placed,13.62,2
603,21,Female,Bangalore,Data Science,Paid,20,0,100,61,2,Yes,No,80,72,Completed,Placed,11.14,5
604,20,Female,Bangalore,AI,Paid,22,12,100,80,4,Yes,Yes,81,95,Completed,Placed,12.83,5
605,20,Male,Delhi,Data Science,Paid,6,7,36,55,3,Yes,No,55,57,Not Completed,Not Placed,0.0,3
606,22,Female,Delhi,Cloud Computing,Paid,15,1,55,55,0,No,Yes,29,72,Completed,Placed,9.3,4
607,27,Male,Mumbai,Cyber Security,Paid,22,5,100,65,2,No,Yes,69,79,Completed,Placed,11.69,5
608,23,Female,Chennai,Data Science,Free,25,12,91,88,4,No,No,97,100,Completed,Placed,3.24,5
609,18,Male,Bangalore,Cloud Computing,Free,17,0,72,38,0,No,Yes,55,62,Completed,Not Placed,0.0,2
610,22,Female,Chennai,Cyber Security,Paid,26,4,100,67,3,Yes,Yes,70,96,Completed,Placed,14.21,4
611,26,Male,Mumbai,Web Development,Free,14,10,60,71,2,No,Yes,52,59,Completed,Placed,11.57,3
612,29,Male,Delhi,Data Science,Paid,26,6,95,75,5,No,Yes,98,84,Completed,Placed,3.44,4
613,31,Female,Pune,Data Science,Paid,30,12,97,100,2,Yes,Yes,77,87,Completed,Placed,7.53,5
614,19,Male,Chennai,Web Development,Free,23,9,82,84,2,Yes,Yes,62,79,Completed,Placed,12.71,5
615,34,Female,Delhi,Web Development,Paid,23,0,86,52,0,Yes,Yes,59,59,Completed,Not Placed,0.0,4
616,31,Female,Delhi,Data Science,Paid,26,14,85,88,0,No,Yes,53,69,Completed,Not Placed,0.0,3
617,30,Male,Hyderabad,Web Development,Paid,21,1,71,74,0,No,Yes,22,48,Completed,Not Placed,0.0,3
618,26,Female,Chennai,AI,Free,23,6,89,77,0,No,No,49,59,Completed,Placed,13.37,4
619,32,Female,Pune,Cyber Security,Paid,5,5,16,49,4,Yes,Yes,52,50,Not Completed,Placed,4.48,2
620,32,Female,Chennai,Cyber Security,Free,12,2,47,44,1,Yes,Yes,53,48,Not Completed,Placed,13.15,3
621,28,Female,Delhi,Cyber Security,Paid,18,13,93,76,4,No,Yes,96,77,Completed,Placed,6.89,5
622,33,Female,Pune,AI,Free,8,9,40,65,2,No,Yes,35,49,Not Completed,Not Placed,0.0,3
623,34,Male,Mumbai,Web Development,Paid,15,1,60,43,4,Yes,Yes,80,56,Completed,Placed,9.47,3
624,21,Female,Hyderabad,Cloud Computing,Paid,27,9,97,96,3,Yes,Yes,82,86,Completed,Placed,10.96,5
625,18,Female,Delhi,Web Development,Paid,12,3,52,47,5,Yes,Yes,82,73,Completed,Placed,11.89,4
626,25,Female,Bangalore,Data Science,Free,29,2,100,90,0,Yes,Yes,53,97,Completed,Placed,8.29,4
627,34,Female,Bangalore,Cyber Security,Free,23,6,94,96,3,Yes,Yes,80,100,Completed,Placed,13.66,4
628,20,Female,Hyderabad,Web Development,Free,10,7,46,50,5,No,No,89,63,Not Completed,Not Placed,0.0,3
629,32,Male,Mumbai,Cloud Computing,Free,24,1,89,64,3,No,Yes,80,80,Completed,Not Placed,0.0,4
630,32,Female,Delhi,Data Science,Free,14,9,75,72,2,No,Yes,65,69,Completed,Not Placed,0.0,4
631,31,Male,Chennai,AI,Paid,24,6,76,69,0,No,Yes,45,62,Completed,Not Placed,0.0,5
632,31,Male,Hyderabad,AI,Free,19,7,76,88,3,Yes,No,84,84,Completed,Placed,8.91,3
633,19,Male,Mumbai,Cloud Computing,Free,29,5,100,100,2,Yes,No,63,97,Completed,Placed,13.78,4
634,30,Male,Chennai,Data Science,Paid,12,5,48,44,0,No,No,31,57,Not Completed,Not Placed,0.0,3
635,31,Female,Bangalore,Cyber Security,Free,16,9,66,54,1,No,Yes,41,55,Completed,Placed,14.79,2
636,24,Male,Bangalore,Web Development,Free,26,0,88,60,2,Yes,Yes,73,64,Completed,Not Placed,0.0,3
637,20,Male,Chennai,Data Science,Free,27,3,100,68,4,No,Yes,100,93,Completed,Not Placed,0.0,4
638,32,Female,Hyderabad,AI,Paid,26,13,84,100,0,No,No,50,70,Completed,Not Placed,0.0,2
639,31,Female,Bangalore,Cloud Computing,Free,23,0,99,81,3,Yes,No,72,86,Completed,Placed,10.04,5
640,28,Female,Delhi,Cloud Computing,Paid,30,3,100,93,5,Yes,Yes,100,97,Completed,Placed,11.65,5
641,32,Male,Pune,Web Development,Paid,20,1,75,59,3,No,Yes,78,68,Completed,Placed,8.06,5
642,30,Female,Chennai,Cloud Computing,Free,2,10,15,47,4,No,Yes,60,32,Not Completed,Placed,13.14,2
643,23,Female,Chennai,Cloud Computing,Paid,5,12,45,45,4,Yes,Yes,68,52,Not Completed,Not Placed,0.0,4
644,20,Male,Bangalore,Data Science,Free,15,4,58,68,3,Yes,Yes,73,82,Completed,Placed,12.26,3
645,32,Female,Hyderabad,Cyber Security,Free,15,9,53,72,5,No,Yes,83,76,Completed,Not Placed,0.0,3
646,22,Female,Delhi,Web Development,Paid,4,13,42,61,0,Yes,Yes,31,62,Not Completed,Not Placed,0.0,5
647,27,Female,Hyderabad,Data Science,Paid,29,8,97,86,2,No,Yes,71,77,Completed,Placed,3.67,3
648,24,Female,Mumbai,Cyber Security,Paid,18,10,73,74,4,No,Yes,71,77,Completed,Placed,12.61,3
649,34,Male,Mumbai,Data Science,Free,4,14,40,63,4,Yes,Yes,56,59,Not Completed,Not Placed,0.0,2
650,24,Female,Pune,Data Science,Paid,17,11,72,90,4,Yes,Yes,77,83,Completed,Placed,9.98,5
651,29,Female,Bangalore,Cloud Computing,Paid,15,9,82,61,5,No,Yes,100,83,Completed,Placed,8.32,4
652,34,Male,Bangalore,Cyber Security,Free,21,2,74,73,1,Yes,No,47,71,Completed,Not Placed,0.0,4
653,30,Female,Bangalore,Web Development,Free,30,7,100,86,5,Yes,No,100,84,Completed,Placed,3.48,4
654,21,Male,Pune,Web Development,Free,14,2,60,73,0,No,Yes,36,69,Completed,Not Placed,0.0,3
655,27,Female,Mumbai,Cyber Security,Free,16,5,74,57,0,Yes,Yes,31,67,Completed,Placed,10.29,3
656,20,Male,Hyderabad,Cloud Computing,Paid,15,15,77,86,0,No,Yes,56,89,Completed,Not Placed,0.0,5
657,26,Male,Pune,AI,Paid,25,3,95,77,0,Yes,Yes,74,95,Completed,Placed,14.33,4
658,30,Male,Pune,Data Science,Paid,26,7,96,100,0,No,No,49,92,Completed,Not Placed,0.0,5
659,32,Male,Hyderabad,Cloud Computing,Free,20,10,65,82,3,Yes,No,54,63,Completed,Not Placed,0.0,5
660,21,Female,Bangalore,Cyber Security,Paid,7,5,42,38,4,No,Yes,73,40,Not Completed,Not Placed,0.0,2
661,32,Male,Delhi,Data Science,Free,11,7,46,62,5,No,No,69,60,Not Completed,Placed,12.3,4
662,19,Female,Hyderabad,Web Development,Free,28,0,100,82,3,Yes,No,89,97,Completed,Placed,7.86,3
663,32,Male,Mumbai,AI,Free,16,5,63,60,5,No,No,96,78,Completed,Placed,14.41,2
664,25,Male,Chennai,Web Development,Free,22,0,83,53,1,No,Yes,64,71,Completed,Not Placed,0.0,4
665,25,Male,Chennai,Cyber Security,Paid,23,0,74,60,2,No,Yes,73,70,Completed,Not Placed,0.0,3
666,34,Female,Pune,Data Science,Paid,21,7,64,84,4,No,Yes,85,95,Completed,Placed,5.07,5
667,29,Male,Chennai,Cyber Security,Paid,27,15,100,86,1,No,Yes,77,94,Completed,Not Placed,0.0,4
668,27,Female,Delhi,Data Science,Free,7,14,42,59,3,Yes,Yes,61,57,Not Completed,Placed,7.02,3
669,26,Female,Bangalore,Cloud Computing,Free,24,6,96,89,2,No,No,82,85,Completed,Not Placed,0.0,4
670,22,Female,Mumbai,AI,Free,26,2,88,75,1,Yes,Yes,64,71,Completed,Placed,12.42,4
671,23,Female,Delhi,Cloud Computing,Paid,11,5,61,73,5,No,No,88,66,Completed,Not Placed,0.0,3
672,19,Female,Mumbai,Cloud Computing,Paid,8,14,50,46,2,No,Yes,86,52,Not Completed,Not Placed,0.0,1
673,30,Female,Mumbai,Cyber Security,Paid,23,8,80,72,5,Yes,Yes,94,83,Completed,Placed,5.24,4
674,23,Female,Bangalore,AI,Free,18,6,63,44,1,Yes,No,38,53,Completed,Not Placed,0.0,4
675,22,Female,Pune,Data Science,Paid,19,11,69,99,3,No,Yes,69,81,Completed,Placed,9.61,3
676,18,Female,Chennai,Data Science,Paid,18,2,73,50,5,No,Yes,86,74,Completed,Placed,5.48,3
677,23,Male,Bangalore,Web Development,Paid,10,13,51,46,2,No,No,53,68,Completed,Placed,7.08,4
678,23,Male,Delhi,Data Science,Paid,11,13,53,61,1,Yes,No,58,55,Completed,Placed,10.16,2
679,33,Male,Pune,Cyber Security,Paid,11,12,65,52,5,No,Yes,97,64,Completed,Not Placed,0.0,4
680,21,Male,Delhi,Cloud Computing,Paid,26,5,90,75,3,Yes,No,78,64,Completed,Not Placed,0.0,2
681,28,Male,Pune,Cloud Computing,Free,8,10,33,56,4,Yes,Yes,51,52,Not Completed,Not Placed,0.0,2
682,26,Female,Delhi,Cloud Computing,Paid,17,3,71,68,3,Yes,No,73,72,Completed,Placed,11.83,5
683,20,Female,Bangalore,AI,Free,30,13,93,100,3,Yes,No,75,100,Completed,Placed,12.31,4
684,25,Female,Pune,Data Science,Paid,19,12,83,82,4,No,Yes,87,84,Completed,Placed,12.71,5
685,22,Female,Pune,Cyber Security,Paid,7,2,41,32,3,No,Yes,59,42,Not Completed,Placed,9.85,2
686,21,Female,Mumbai,AI,Paid,28,8,100,76,4,No,Yes,100,91,Completed,Placed,3.13,5
687,23,Female,Mumbai,Web Development,Paid,21,9,79,61,4,Yes,Yes,86,79,Completed,Not Placed,0.0,3
688,19,Female,Hyderabad,Cyber Security,Paid,2,1,35,22,5,No,No,68,29,Not Completed,Not Placed,0.0,2
689,28,Male,Delhi,Cyber Security,Paid,2,0,34,24,5,No,Yes,59,49,Not Completed,Placed,4.4,2
690,21,Male,Mumbai,Cyber Security,Paid,13,14,56,69,4,Yes,No,73,79,Completed,Placed,10.27,3
691,32,Male,Hyderabad,Cloud Computing,Paid,22,13,91,71,1,No,No,63,82,Completed,Placed,14.8,5
692,23,Male,Mumbai,Cyber Security,Paid,29,15,100,100,2,No,No,73,87,Completed,Not Placed,0.0,4
693,34,Female,Delhi,Data Science,Paid,3,1,32,44,1,No,No,48,44,Not Completed,Not Placed,0.0,1
694,23,Female,Pune,Cyber Security,Paid,5,6,32,40,4,No,Yes,50,55,Not Completed,Placed,6.64,2
695,19,Female,Chennai,Cloud Computing,Paid,18,9,77,68,2,No,Yes,59,64,Completed,Not Placed,0.0,4
696,32,Male,Delhi,Cyber Security,Paid,5,0,24,29,5,Yes,Yes,70,47,Not Completed,Not Placed,0.0,3
697,28,Female,Bangalore,Web Development,Paid,12,5,56,42,2,No,Yes,52,53,Completed,Not Placed,0.0,2
698,25,Female,Mumbai,Web Development,Free,23,13,86,80,4,Yes,Yes,82,85,Completed,Placed,6.15,3
699,30,Female,Mumbai,Cloud Computing,Free,27,6,97,90,5,No,Yes,98,88,Completed,Placed,8.19,3
700,29,Male,Pune,Data Science,Paid,5,8,17,55,2,No,Yes,49,49,Not Completed,Not Placed,0.0,2
701,22,Female,Bangalore,Data Science,Free,2,14,15,50,2,No,No,40,44,Not Completed,Not Placed,0.0,2
702,23,Male,Pune,AI,Paid,8,13,39,42,1,No,No,23,31,Not Completed,Not Placed,0.0,2
703,21,Male,Bangalore,Cloud Computing,Paid,19,7,85,75,2,No,Yes,63,78,Completed,Not Placed,0.0,4
704,18,Male,Chennai,Cyber Security,Paid,10,5,52,70,4,Yes,Yes,77,73,Completed,Placed,11.71,3
705,34,Male,Mumbai,Cloud Computing,Paid,30,2,100,81,0,No,Yes,67,82,Completed,Not Placed,0.0,4
706,29,Female,Mumbai,AI,Paid,4,7,44,40,0,No,Yes,45,28,Not Completed,Not Placed,0.0,2
707,32,Male,Chennai,Cloud Computing,Paid,9,6,50,41,0,No,No,51,50,Not Completed,Placed,8.32,2
708,18,Male,Hyderabad,Cloud Computing,Paid,30,2,100,88,4,No,Yes,93,100,Completed,Placed,3.7,5
709,31,Female,Pune,AI,Free,25,8,85,79,0,Yes,No,56,75,Completed,Not Placed,0.0,4
710,23,Female,Chennai,Data Science,Paid,20,11,99,92,1,Yes,Yes,57,99,Completed,Placed,3.99,5
711,22,Male,Pune,Cyber Security,Free,5,1,20,25,4,No,Yes,38,27,Not Completed,Not Placed,0.0,1
712,28,Female,Delhi,AI,Paid,19,2,78,65,5,No,Yes,77,65,Completed,Placed,10.58,2
713,21,Male,Mumbai,Web Development,Paid,21,1,91,63,4,Yes,Yes,81,78,Completed,Placed,9.68,4
714,30,Male,Pune,Data Science,Free,28,12,100,100,4,No,Yes,78,89,Completed,Placed,4.6,4
715,28,Male,Bangalore,Web Development,Paid,12,0,44,48,2,No,No,50,55,Not Completed,Not Placed,0.0,3
716,20,Male,Pune,Data Science,Paid,28,3,99,95,2,Yes,No,70,88,Completed,Placed,8.91,4
717,18,Female,Delhi,Cyber Security,Free,15,4,57,59,2,No,Yes,68,76,Completed,Not Placed,0.0,5
718,23,Male,Mumbai,Cyber Security,Paid,26,12,78,94,3,No,No,65,80,Completed,Placed,5.2,3
719,27,Female,Chennai,Cloud Computing,Free,19,5,78,67,1,No,Yes,60,72,Completed,Not Placed,0.0,1
720,22,Female,Delhi,Web Development,Free,29,4,99,78,4,No,No,87,93,Completed,Placed,7.14,5
